registration_id,student_id,section_id,term_id,registration_date,registration_status,credit_hours,grade_mode
REG002028,STU00227,SEC00382,2026SU,2026-04-25,Registered,3.0,Pass Fail
REG002029,STU00227,SEC00310,2026WI,2025-12-09,Registered,3.0,Audit
REG002030,STU00227,SEC00309,2026WI,2025-12-23,Registered,3.0,Letter
REG002031,STU00228,SEC00024,2024FA,2024-08-11,Registered,3.0,Letter
REG002032,STU00228,SEC00023,2024FA,2024-08-08,Registered,3.0,Audit
REG002033,STU00228,SEC00240,2025FA,2025-07-25,Registered,3.0,Letter
REG002034,STU00228,SEC00239,2025FA,2025-08-06,Registered,3.0,Pass Fail
REG002035,STU00228,SEC00095,2025WI,2024-12-29,Registered,3.0,Pass Fail
REG002036,STU00228,SEC00096,2025WI,2024-12-18,Registered,3.0,Audit
REG002037,STU00229,SEC00241,2025FA,2025-07-23,Registered,3.0,Pass Fail
REG002038,STU00229,SEC00242,2025FA,2025-08-08,Registered,3.0,Pass Fail
REG002039,STU00229,SEC00170,2025SU,2025-04-21,Registered,3.0,Pass Fail
REG002040,STU00229,SEC00169,2025SU,2025-05-03,Registered,3.0,Letter
REG002041,STU00229,SEC00098,2025WI,2024-12-18,Registered,3.0,Letter
REG002042,STU00229,SEC00097,2025WI,2024-12-20,Dropped,0.0,Letter
REG002043,STU00229,SEC00314,2026WI,2025-12-25,Registered,3.0,Pass Fail
REG002044,STU00229,SEC00313,2026WI,2025-12-20,Registered,3.0,Pass Fail
REG002045,STU00230,SEC00244,2025FA,2025-07-27,Registered,3.0,Letter
REG002046,STU00230,SEC00243,2025FA,2025-08-15,Registered,3.0,Audit
REG002047,STU00230,SEC00172,2025SU,2025-04-11,Registered,3.0,Letter
REG002048,STU00230,SEC00171,2025SU,2025-04-25,Registered,3.0,Audit
REG002049,STU00230,SEC00099,2025WI,2024-12-26,Registered,3.0,Letter
REG002050,STU00230,SEC00100,2025WI,2024-12-10,Registered,3.0,Pass Fail
REG002051,STU00230,SEC00388,2026SU,2026-04-06,Dropped,0.0,Audit
REG002052,STU00230,SEC00387,2026SU,2026-04-20,Registered,3.0,Letter
REG002053,STU00230,SEC00315,2026WI,2025-12-10,Registered,3.0,Letter
REG002054,STU00230,SEC00316,2026WI,2026-01-01,Registered,3.0,Pass Fail
REG002055,STU00231,SEC00245,2025FA,2025-07-24,Registered,3.0,Pass Fail
REG002056,STU00231,SEC00246,2025FA,2025-07-27,Registered,3.0,Letter
REG002057,STU00231,SEC00174,2025SU,2025-05-03,Registered,3.0,Audit
REG002058,STU00231,SEC00173,2025SU,2025-04-11,Registered,3.0,Letter
REG002059,STU00231,SEC00390,2026SU,2026-05-03,Registered,3.0,Pass Fail
REG002060,STU00231,SEC00389,2026SU,2026-04-09,Registered,3.0,Audit
REG002061,STU00231,SEC00317,2026WI,2026-01-04,Registered,3.0,Letter
REG002062,STU00231,SEC00318,2026WI,2025-12-23,Registered,3.0,Letter
REG002063,STU00232,SEC00031,2024FA,2024-08-07,Registered,3.0,Letter
REG002064,STU00232,SEC00032,2024FA,2024-08-13,Registered,3.0,Letter
REG002065,STU00232,SEC00247,2025FA,2025-08-17,Registered,3.0,Audit
REG002066,STU00232,SEC00248,2025FA,2025-08-14,Withdrawn,3.0,Letter
REG002067,STU00232,SEC00175,2025SU,2025-04-26,Registered,3.0,Letter
REG002068,STU00232,SEC00176,2025SU,2025-04-24,Withdrawn,3.0,Audit
REG002069,STU00233,SEC00033,2024FA,2024-08-18,Registered,3.0,Pass Fail
REG002070,STU00233,SEC00034,2024FA,2024-08-17,Registered,3.0,Letter
REG002071,STU00233,SEC00249,2025FA,2025-08-07,Registered,3.0,Pass Fail
REG002072,STU00233,SEC00250,2025FA,2025-08-11,Withdrawn,3.0,Pass Fail
REG002073,STU00233,SEC00105,2025WI,2024-12-11,Registered,3.0,Audit
REG002074,STU00233,SEC00106,2025WI,2025-01-04,Registered,3.0,Pass Fail
REG002075,STU00233,SEC00393,2026SU,2026-05-01,Registered,3.0,Letter
REG002076,STU00233,SEC00394,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG002077,STU00234,SEC00036,2024FA,2024-08-05,Registered,3.0,Pass Fail
REG002078,STU00234,SEC00035,2024FA,2024-08-11,Registered,3.0,Letter
REG002079,STU00234,SEC00252,2025FA,2025-08-15,Registered,3.0,Letter
REG002080,STU00234,SEC00251,2025FA,2025-07-26,Registered,3.0,Letter
REG002081,STU00234,SEC00179,2025SU,2025-04-16,Registered,3.0,Audit
REG002082,STU00234,SEC00180,2025SU,2025-04-23,Registered,3.0,Pass Fail
REG002083,STU00234,SEC00108,2025WI,2024-12-14,Registered,3.0,Letter
REG002084,STU00234,SEC00107,2025WI,2024-12-17,Registered,3.0,Audit
REG002085,STU00234,SEC00395,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG002086,STU00234,SEC00396,2026SU,2026-04-25,Registered,3.0,Letter
REG002087,STU00234,SEC00324,2026WI,2025-12-20,Withdrawn,3.0,Audit
REG002088,STU00234,SEC00323,2026WI,2025-12-25,Registered,3.0,Pass Fail
REG002089,STU00235,SEC00038,2024FA,2024-08-18,Withdrawn,3.0,Letter
REG002090,STU00235,SEC00037,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG002091,STU00235,SEC00254,2025FA,2025-08-14,Registered,3.0,Audit
REG002092,STU00235,SEC00253,2025FA,2025-08-12,Registered,3.0,Letter
REG002093,STU00235,SEC00182,2025SU,2025-04-25,Withdrawn,3.0,Audit
REG002094,STU00235,SEC00181,2025SU,2025-04-30,Registered,3.0,Audit
REG002095,STU00235,SEC00109,2025WI,2024-12-21,Registered,3.0,Audit
REG002096,STU00235,SEC00110,2025WI,2025-01-05,Registered,3.0,Audit
REG002097,STU00235,SEC00326,2026WI,2025-12-29,Registered,3.0,Letter
REG002098,STU00235,SEC00325,2026WI,2025-12-09,Registered,3.0,Audit
REG002099,STU00236,SEC00039,2024FA,2024-08-16,Registered,3.0,Pass Fail
REG002100,STU00236,SEC00040,2024FA,2024-07-31,Registered,3.0,Audit
REG002101,STU00236,SEC00255,2025FA,2025-08-11,Registered,3.0,Audit
REG002102,STU00236,SEC00256,2025FA,2025-07-31,Registered,3.0,Audit
REG002103,STU00236,SEC00184,2025SU,2025-04-27,Registered,3.0,Audit
REG002104,STU00236,SEC00183,2025SU,2025-04-27,Registered,3.0,Letter
REG002105,STU00236,SEC00112,2025WI,2024-12-19,Withdrawn,3.0,Letter
REG002106,STU00236,SEC00111,2025WI,2025-01-04,Registered,3.0,Pass Fail
REG002107,STU00237,SEC00042,2024FA,2024-08-03,Registered,3.0,Audit
REG002108,STU00237,SEC00041,2024FA,2024-07-28,Registered,3.0,Letter
REG002109,STU00237,SEC00258,2025FA,2025-07-31,Registered,3.0,Letter
REG002110,STU00237,SEC00257,2025FA,2025-08-16,Registered,3.0,Pass Fail
REG002111,STU00237,SEC00185,2025SU,2025-04-26,Registered,3.0,Audit
REG002112,STU00237,SEC00186,2025SU,2025-04-21,Registered,3.0,Letter
REG002113,STU00237,SEC00113,2025WI,2024-12-27,Registered,3.0,Pass Fail
REG002114,STU00237,SEC00114,2025WI,2024-12-20,Registered,3.0,Letter
REG002115,STU00237,SEC00401,2026SU,2026-04-09,Registered,3.0,Audit
REG002116,STU00237,SEC00402,2026SU,2026-04-29,Registered,3.0,Pass Fail
REG002117,STU00237,SEC00329,2026WI,2025-12-15,Registered,3.0,Pass Fail
REG002118,STU00237,SEC00330,2026WI,2025-12-13,Registered,3.0,Audit
REG002119,STU00238,SEC00043,2024FA,2024-08-09,Registered,3.0,Audit
REG002120,STU00238,SEC00044,2024FA,2024-08-12,Registered,3.0,Pass Fail
REG002121,STU00238,SEC00260,2025FA,2025-07-23,Registered,3.0,Letter
REG002122,STU00238,SEC00259,2025FA,2025-07-24,Registered,3.0,Letter
REG002123,STU00238,SEC00187,2025SU,2025-04-13,Registered,3.0,Audit
REG002124,STU00238,SEC00188,2025SU,2025-04-16,Withdrawn,3.0,Letter
REG002125,STU00238,SEC00116,2025WI,2024-12-28,Registered,3.0,Pass Fail
REG002126,STU00238,SEC00115,2025WI,2024-12-24,Registered,3.0,Pass Fail
REG002127,STU00238,SEC00403,2026SU,2026-04-07,Registered,3.0,Audit
REG002128,STU00238,SEC00404,2026SU,2026-04-30,Registered,3.0,Pass Fail
REG002129,STU00238,SEC00332,2026WI,2026-01-04,Registered,3.0,Letter
REG002130,STU00238,SEC00331,2026WI,2025-12-14,Registered,3.0,Letter
REG002131,STU00239,SEC00189,2025SU,2025-04-30,Registered,3.0,Audit
REG002132,STU00239,SEC00190,2025SU,2025-04-27,Registered,3.0,Pass Fail
REG002133,STU00239,SEC00406,2026SU,2026-04-12,Registered,3.0,Audit
REG002134,STU00239,SEC00405,2026SU,2026-04-26,Registered,3.0,Letter
REG002135,STU00239,SEC00333,2026WI,2025-12-14,Registered,3.0,Audit
REG002136,STU00239,SEC00334,2026WI,2025-12-26,Registered,3.0,Audit
REG002137,STU00240,SEC00048,2024FA,2024-07-25,Registered,3.0,Pass Fail
REG002138,STU00240,SEC00047,2024FA,2024-08-06,Registered,3.0,Audit
REG002139,STU00240,SEC00264,2025FA,2025-08-13,Registered,3.0,Pass Fail
REG002140,STU00240,SEC00263,2025FA,2025-07-26,Registered,3.0,Pass Fail
REG002141,STU00240,SEC00191,2025SU,2025-04-09,Registered,3.0,Letter
REG002142,STU00240,SEC00192,2025SU,2025-04-13,Registered,3.0,Letter
REG002143,STU00240,SEC00119,2025WI,2024-12-18,Withdrawn,3.0,Letter
REG002144,STU00240,SEC00120,2025WI,2024-12-16,Registered,3.0,Letter
REG002145,STU00240,SEC00408,2026SU,2026-04-17,Registered,3.0,Letter
REG002146,STU00240,SEC00407,2026SU,2026-04-19,Registered,3.0,Audit
REG002147,STU00240,SEC00335,2026WI,2026-01-01,Withdrawn,3.0,Letter
REG002148,STU00240,SEC00336,2026WI,2025-12-12,Registered,3.0,Audit
